timestamp,product_id,category,base_price,competitor_price,inventory,inventory_ratio,day_of_week,is_weekend,month,is_holiday,demand,historical_sales_7d,historical_sales_30d
2023-01-04 14:00:00,P0048,Clothing,3755.37,3331.49,352,0.704,2,0,1,0,88,94,358
2023-01-04 15:00:00,P0015,Clothing,4515.99,5225.37,151,0.302,2,0,1,0,74,83,306
2023-01-04 16:00:00,P0200,Clothing,296.35,316.24,355,0.71,2,0,1,0,111,120,403
2023-01-04 17:00:00,P0190,Electronics,2644.35,3029.8,375,0.75,2,0,1,0,76,67,313
2023-01-04 18:00:00,P0040,Electronics,212.54,251.35,207,0.414,2,0,1,0,112,127,451
2023-01-04 19:00:00,P0082,Books,2368.63,2013.94,49,0.098,2,0,1,0,98,99,359
2023-01-04 20:00:00,P0111,Groceries,4432.15,3716.96,219,0.438,2,0,1,0,77,83,285
2023-01-04 21:00:00,P0053,Groceries,1839.87,2063.16,459,0.918,2,0,1,0,81,74,320
2023-01-04 22:00:00,P0024,Furniture,4665.63,5348.91,403,0.806,2,0,1,0,55,56,213
2023-01-04 23:00:00,P0154,Clothing,3171.51,3277.77,46,0.092,2,0,1,0,83,79,328
2023-01-05 00:00:00,P0188,Electronics,4674.07,4423.54,17,0.034,3,0,1,0,83,95,341
2023-01-05 01:00:00,P0124,Furniture,3797.97,4029.84,484,0.968,3,0,1,0,69,68,257
2023-01-05 02:00:00,P0041,Furniture,562.0,518.31,121,0.242,3,0,1,0,115,124,475
2023-01-05 03:00:00,P0157,Electronics,1194.2,1069.23,281,0.562,3,0,1,0,92,95,391
2023-01-05 04:00:00,P0015,Groceries,2001.14,1991.65,493,0.986,3,0,1,0,93,82,335
2023-01-05 05:00:00,P0045,Clothing,892.03,790.75,119,0.238,3,0,1,0,106,107,413
2023-01-05 06:00:00,P0065,Groceries,2499.81,2483.51,250,0.5,3,0,1,0,87,88,332
2023-01-05 07:00:00,P0089,Furniture,2383.27,2818.56,326,0.652,3,0,1,0,98,104,387
2023-01-05 08:00:00,P0071,Clothing,4783.48,5433.62,298,0.596,3,0,1,0,77,73,315
2023-01-05 09:00:00,P0009,Books,2196.95,2585.05,46,0.092,3,0,1,0,111,123,416
2023-01-05 10:00:00,P0088,Furniture,3938.85,4421.48,84,0.168,3,0,1,0,77,80,285
2023-01-05 11:00:00,P0129,Groceries,4712.46,4438.67,298,0.596,3,0,1,0,63,54,264
2023-01-05 12:00:00,P0136,Groceries,4391.09,4939.18,383,0.766,3,0,1,0,62,66,257
2023-01-05 13:00:00,P0063,Groceries,1082.9,1266.09,159,0.318,3,0,1,0,88,99,349
2023-01-05 14:00:00,P0139,Electronics,2505.35,2953.34,6,0.012,3,0,1,0,87,92,348
2023-01-05 15:00:00,P0081,Furniture,1771.31,1901.11,244,0.488,3,0,1,0,87,84,332
2023-01-05 16:00:00,P0136,Clothing,2029.3,1795.01,214,0.428,3,0,1,0,82,84,317
2023-01-05 17:00:00,P0163,Groceries,1835.99,1497.97,211,0.422,3,0,1,0,81,73,312
2023-01-05 18:00:00,P0163,Groceries,4140.48,3556.18,211,0.422,3,0,1,0,65,67,272
2023-01-05 19:00:00,P0033,Electronics,2288.09,2714.18,287,0.574,3,0,1,0,88,88,356
2023-01-05 20:00:00,P0123,Clothing,2642.29,2602.23,217,0.434,3,0,1,0,92,79,385
2023-01-05 21:00:00,P0005,Furniture,4913.11,5610.74,483,0.966,3,0,1,1,63,60,257
2023-01-05 22:00:00,P0041,Books,346.9,342.05,250,0.5,3,0,1,1,101,92,408
2023-01-05 23:00:00,P0028,Electronics,2465.39,2623.98,343,0.686,3,0,1,0,82,79,316
2023-01-06 00:00:00,P0135,Furniture,3881.61,3142.77,320,0.64,4,0,1,0,77,71,302
2023-01-06 01:00:00,P0072,Books,798.25,718.38,313,0.626,4,0,1,0,103,113,444
2023-01-06 02:00:00,P0012,Groceries,3077.08,2998.64,180,0.36,4,0,1,0,90,95,365
2023-01-06 03:00:00,P0162,Groceries,1235.35,1299.9,91,0.182,4,0,1,0,95,102,382
2023-01-06 04:00:00,P0033,Clothing,4343.65,3772.93,217,0.434,4,0,1,0,85,81,310
2023-01-06 05:00:00,P0048,Books,1669.14,1845.77,289,0.578,4,0,1,0,100,85,414
2023-01-06 06:00:00,P0151,Groceries,1678.86,1587.8,89,0.178,4,0,1,0,108,99,448
2023-01-06 07:00:00,P0062,Groceries,3011.06,3393.39,483,0.966,4,0,1,1,68,73,282
2023-01-06 08:00:00,P0037,Clothing,958.64,804.48,196,0.392,4,0,1,0,92,95,338
2023-01-06 09:00:00,P0099,Furniture,1460.2,1565.19,183,0.366,4,0,1,0,93,94,357
2023-01-06 10:00:00,P0172,Groceries,2112.33,1937.71,65,0.13,4,0,1,0,105,98,409
2023-01-06 11:00:00,P0104,Electronics,1800.51,2013.25,415,0.83,4,0,1,0,78,68,332
2023-01-06 12:00:00,P0035,Electronics,2648.14,2544.51,97,0.194,4,0,1,1,96,104,421
2023-01-06 13:00:00,P0193,Furniture,3018.22,3217.84,305,0.61,4,0,1,0,94,81,370
2023-01-06 14:00:00,P0101,Books,2855.0,3350.98,477,0.954,4,0,1,1,72,62,291
2023-01-06 15:00:00,P0175,Clothing,3288.13,2657.63,23,0.046,4,0,1,1,80,75,288
2023-01-06 16:00:00,P0131,Electronics,1573.36,1265.68,219,0.438,4,0,1,0,90,92,325
2023-01-06 17:00:00,P0001,Electronics,675.81,748.87,173,0.346,4,0,1,0,105,121,384
2023-01-06 18:00:00,P0005,Furniture,3816.0,4039.45,386,0.772,4,0,1,0,80,70,334
2023-01-06 19:00:00,P0142,Books,4261.36,3908.48,244,0.488,4,0,1,0,80,79,299
2023-01-06 20:00:00,P0103,Books,1322.18,1319.22,113,0.226,4,0,1,0,112,115,471
2023-01-06 21:00:00,P0027,Furniture,2065.11,1686.73,265,0.53,4,0,1,0,74,81,292
2023-01-06 22:00:00,P0137,Electronics,2517.92,2208.16,389,0.778,4,0,1,0,82,87,351
2023-01-06 23:00:00,P0015,Clothing,2689.97,2608.73,353,0.706,4,0,1,0,76,83,327
2023-01-07 00:00:00,P0090,Electronics,3314.48,3757.35,222,0.444,5,1,1,0,98,99,422
2023-01-07 01:00:00,P0042,Books,255.94,253.86,307,0.614,5,1,1,0,132,129,533
2023-01-07 02:00:00,P0124,Electronics,3621.31,3746.41,234,0.468,5,1,1,1,86,89,364
2023-01-07 03:00:00,P0179,Clothing,356.76,410.1,305,0.61,5,1,1,0,144,161,595
2023-01-07 04:00:00,P0063,Groceries,2368.03,2186.94,109,0.218,5,1,1,0,98,99,367
2023-01-07 05:00:00,P0096,Electronics,4146.97,4479.89,313,0.626,5,1,1,0,87,90,340
2023-01-07 06:00:00,P0052,Furniture,2283.52,2613.87,435,0.87,5,1,1,0,117,111,511
2023-01-07 07:00:00,P0096,Groceries,787.99,694.26,12,0.024,5,1,1,0,141,145,595
2023-01-07 08:00:00,P0132,Furniture,4925.92,4643.13,124,0.248,5,1,1,0,85,88,324
2023-01-07 09:00:00,P0151,Furniture,4451.96,5306.4,314,0.628,5,1,1,0,78,84,298
2023-01-07 10:00:00,P0143,Furniture,3868.0,4615.64,166,0.332,5,1,1,0,96,98,365
2023-01-07 11:00:00,P0171,Electronics,2086.98,1855.93,52,0.104,5,1,1,0,107,97,413
2023-01-07 12:00:00,P0029,Books,960.04,793.55,185,0.37,5,1,1,0,133,136,578
2023-01-07 13:00:00,P0036,Groceries,4709.99,4278.41,275,0.55,5,1,1,0,72,68,284
2023-01-07 14:00:00,P0013,Clothing,2685.14,2575.3,446,0.892,5,1,1,0,90,79,350
2023-01-07 15:00:00,P0160,Books,4269.16,4168.42,351,0.702,5,1,1,0,74,81,281
2023-01-07 16:00:00,P0071,Electronics,1743.37,1826.22,9,0.018,5,1,1,0,114,99,492
2023-01-07 17:00:00,P0187,Furniture,1709.68,1982.89,409,0.818,5,1,1,0,98,102,428
2023-01-07 18:00:00,P0086,Clothing,4928.43,4593.98,146,0.292,5,1,1,0,63,72,243
2023-01-07 19:00:00,P0028,Groceries,2633.07,3001.68,476,0.952,5,1,1,0,92,81,377
2023-01-07 20:00:00,P0066,Books,746.44,625.06,316,0.632,5,1,1,0,110,101,480
2023-01-07 21:00:00,P0170,Books,1137.39,928.96,332,0.664,5,1,1,0,97,105,388
2023-01-07 22:00:00,P0045,Clothing,2435.62,2439.56,117,0.234,5,1,1,0,99,87,394
2023-01-07 23:00:00,P0062,Electronics,260.23,214.39,417,0.834,5,1,1,0,121,133,487
2023-01-08 00:00:00,P0185,Groceries,2339.54,2238.93,339,0.678,6,1,1,0,82,70,297
2023-01-08 01:00:00,P0134,Clothing,2123.76,2460.82,427,0.854,6,1,1,0,97,108,372
2023-01-08 02:00:00,P0028,Furniture,3907.71,3503.63,487,0.974,6,1,1,0,89,77,370
2023-01-08 03:00:00,P0028,Groceries,1806.96,1955.84,17,0.034,6,1,1,0,112,126,490
2023-01-08 04:00:00,P0108,Books,4913.62,4525.18,376,0.752,6,1,1,0,84,93,341
2023-01-08 05:00:00,P0044,Clothing,944.81,772.82,225,0.45,6,1,1,0,131,133,492
2023-01-08 06:00:00,P0084,Books,2975.38,3042.85,111,0.222,6,1,1,0,105,114,414
2023-01-08 07:00:00,P0030,Books,494.01,560.18,71,0.142,6,1,1,0,129,113,515
2023-01-08 08:00:00,P0190,Books,3682.63,3549.27,143,0.286,6,1,1,0,93,83,346
2023-01-08 09:00:00,P0075,Electronics,4974.03,5207.4,103,0.206,6,1,1,1,84,81,325
2023-01-08 10:00:00,P0128,Books,4104.74,4761.54,214,0.428,6,1,1,0,103,104,407
2023-01-08 11:00:00,P0092,Furniture,2800.73,3125.27,479,0.958,6,1,1,0,94,104,358
2023-01-08 12:00:00,P0190,Furniture,2449.47,2149.53,76,0.152,6,1,1,0,124,126,482
2023-01-08 13:00:00,P0129,Groceries,4183.4,4573.94,25,0.05,6,1,1,0,80,84,306
2023-01-08 14:00:00,P0121,Books,4683.07,4686.62,229,0.458,6,1,1,0,75,79,307
2023-01-08 15:00:00,P0027,Books,4946.57,5433.25,192,0.384,6,1,1,1,78,87,317
2023-01-08 16:00:00,P0190,Clothing,2012.87,2008.45,449,0.898,6,1,1,0,112,121,453
2023-01-08 17:00:00,P0121,Electronics,4955.04,4217.65,102,0.204,6,1,1,0,66,75,243
2023-01-08 18:00:00,P0116,Groceries,821.83,844.81,204,0.408,6,1,1,0,156,134,585
2023-01-08 19:00:00,P0003,Books,1305.07,1300.96,410,0.82,6,1,1,0,107,98,395
2023-01-08 20:00:00,P0103,Clothing,490.63,494.15,259,0.518,6,1,1,0,135,152,493
2023-01-08 21:00:00,P0198,Electronics,1395.11,1606.55,232,0.464,6,1,1,0,113,123,429
2023-01-08 22:00:00,P0200,Groceries,3851.29,4459.54,50,0.1,6,1,1,0,86,80,323
2023-01-08 23:00:00,P0155,Groceries,4271.98,4192.58,467,0.934,6,1,1,0,90,103,376
2023-01-09 00:00:00,P0137,Books,3905.52,3836.36,130,0.26,0,0,1,1,77,86,320
2023-01-09 01:00:00,P0062,Groceries,3173.78,3193.06,342,0.684,0,0,1,0,74,64,278
2023-01-09 02:00:00,P0165,Clothing,2594.13,2614.46,65,0.13,0,0,1,0,97,106,362
2023-01-09 03:00:00,P0051,Groceries,3558.09,4199.1,399,0.798,0,0,1,0,79,86,294
2023-01-09 04:00:00,P0172,Furniture,1984.63,2103.23,201,0.402,0,0,1,0,97,89,374
2023-01-09 05:00:00,P0152,Clothing,4214.48,3839.32,283,0.566,0,0,1,0,75,79,288
2023-01-09 06:00:00,P0059,Electronics,3402.09,3445.01,299,0.598,0,0,1,0,82,94,297
2023-01-09 07:00:00,P0118,Electronics,3504.13,3682.45,145,0.29,0,0,1,1,92,97,373
2023-01-09 08:00:00,P0160,Books,2702.88,2853.99,257,0.514,0,0,1,0,86,94,371
2023-01-09 09:00:00,P0096,Books,4431.88,4583.01,461,0.922,0,0,1,0,61,54,246
2023-01-09 10:00:00,P0180,Furniture,1297.47,1130.22,427,0.854,0,0,1,0,99,106,361
2023-01-09 11:00:00,P0113,Electronics,1936.68,1575.37,403,0.806,0,0,1,0,66,60,269
2023-01-09 12:00:00,P0062,Electronics,3899.33,3646.41,311,0.622,0,0,1,0,78,68,311
2023-01-09 13:00:00,P0186,Electronics,2489.11,2416.95,375,0.75,0,0,1,0,97,99,420
2023-01-09 14:00:00,P0052,Electronics,4451.61,3671.34,103,0.206,0,0,1,0,80,86,311
2023-01-09 15:00:00,P0012,Groceries,1764.68,1987.01,150,0.3,0,0,1,0,82,83,345
2023-01-09 16:00:00,P0039,Clothing,1878.18,1761.04,117,0.234,0,0,1,0,112,127,407
2023-01-09 17:00:00,P0130,Clothing,4449.24,5185.38,315,0.63,0,0,1,0,65,69,272
2023-01-09 18:00:00,P0131,Furniture,2348.63,2023.96,198,0.396,0,0,1,1,93,82,338
2023-01-09 19:00:00,P0113,Groceries,2604.82,2143.18,428,0.856,0,0,1,0,92,104,357
2023-01-09 20:00:00,P0101,Electronics,1697.18,1685.17,302,0.604,0,0,1,0,88,79,384
2023-01-09 21:00:00,P0113,Electronics,1419.52,1243.01,333,0.666,0,0,1,0,96,103,400
2023-01-09 22:00:00,P0184,Books,3296.95,3873.78,420,0.84,0,0,1,0,66,59,286
2023-01-09 23:00:00,P0081,Books,643.21,517.22,391,0.782,0,0,1,0,97,112,388
2023-01-10 00:00:00,P0187,Furniture,4402.4,4248.53,497,0.994,1,0,1,0,57,54,233
2023-01-10 01:00:00,P0113,Electronics,3907.06,4573.99,388,0.776,1,0,1,0,75,75,301
2023-01-10 02:00:00,P0002,Furniture,994.2,948.24,278,0.556,1,0,1,0,86,85,343
2023-01-10 03:00:00,P0130,Groceries,3485.4,2918.13,104,0.208,1,0,1,0,83,73,337
2023-01-10 04:00:00,P0054,Clothing,3033.03,2793.9,9,0.018,1,0,1,0,85,85,309
2023-01-10 05:00:00,P0087,Electronics,963.45,962.68,112,0.224,1,0,1,0,99,89,371
2023-01-10 06:00:00,P0129,Groceries,1402.36,1225.75,26,0.052,1,0,1,0,117,128,441
2023-01-10 07:00:00,P0147,Electronics,2074.48,2046.73,98,0.196,1,0,1,0,86,98,336
2023-01-10 08:00:00,P0126,Books,3511.25,3983.64,256,0.512,1,0,1,0,75,82,296
2023-01-10 09:00:00,P0130,Furniture,3211.68,3690.37,326,0.652,1,0,1,0,81,79,340
2023-01-10 10:00:00,P0053,Books,2684.56,2200.55,494,0.988,1,0,1,0,84,71,314
2023-01-10 11:00:00,P0172,Clothing,3853.63,3330.93,370,0.74,1,0,1,0,60,52,243
2023-01-10 12:00:00,P0160,Books,3801.79,3460.07,135,0.27,1,0,1,0,78,78,298
2023-01-10 13:00:00,P0198,Electronics,3108.4,3226.35,394,0.788,1,0,1,0,84,89,337
2023-01-10 14:00:00,P0160,Books,3945.6,3726.22,225,0.45,1,0,1,0,89,98,365
2023-01-10 15:00:00,P0068,Electronics,1704.6,1939.18,126,0.252,1,0,1,0,100,103,407
2023-01-10 16:00:00,P0183,Clothing,4412.19,4794.59,115,0.23,1,0,1,0,64,73,241
2023-01-10 17:00:00,P0184,Books,3093.8,2599.36,411,0.822,1,0,1,0,78,78,325
2023-01-10 18:00:00,P0123,Furniture,4120.7,4326.01,289,0.578,1,0,1,0,69,71,284
2023-01-10 19:00:00,P0145,Furniture,2754.08,2327.76,170,0.34,1,0,1,0,91,84,395
2023-01-10 20:00:00,P0038,Furniture,1131.27,1020.42,211,0.422,1,0,1,0,120,114,493
2023-01-10 21:00:00,P0024,Books,2734.93,2382.53,411,0.822,1,0,1,0,71,75,297
2023-01-10 22:00:00,P0069,Books,1887.0,1640.23,432,0.864,1,0,1,0,97,100,412
2023-01-10 23:00:00,P0116,Books,3502.62,3665.7,188,0.376,1,0,1,0,88,85,324
2023-01-11 00:00:00,P0098,Electronics,2405.18,2466.37,489,0.978,2,0,1,0,86,76,358
2023-01-11 01:00:00,P0198,Clothing,4188.76,3645.94,420,0.84,2,0,1,0,70,67,270
2023-01-11 02:00:00,P0139,Furniture,3406.46,4074.36,386,0.772,2,0,1,0,92,79,392
2023-01-11 03:00:00,P0144,Electronics,3438.49,3330.98,264,0.528,2,0,1,0,90,92,359
2023-01-11 04:00:00,P0097,Furniture,1124.92,943.61,499,0.998,2,0,1,0,86,81,350
2023-01-11 05:00:00,P0124,Electronics,4922.04,4175.01,213,0.426,2,0,1,0,68,66,259
2023-01-11 06:00:00,P0187,Books,4216.29,4357.78,88,0.176,2,0,1,0,69,71,284
2023-01-11 07:00:00,P0070,Furniture,3955.57,4713.57,129,0.258,2,0,1,0,89,91,323
2023-01-11 08:00:00,P0093,Books,1684.57,1733.05,22,0.044,2,0,1,0,104,107,437
2023-01-11 09:00:00,P0003,Furniture,2701.38,3186.59,178,0.356,2,0,1,0,71,71,265
2023-01-11 10:00:00,P0148,Groceries,728.66,712.38,400,0.8,2,0,1,0,74,74,280
2023-01-11 11:00:00,P0187,Electronics,2715.46,2645.77,408,0.816,2,0,1,0,77,84,277
2023-01-11 12:00:00,P0164,Groceries,772.15,772.15,459,0.918,2,0,1,0,87,86,335
2023-01-11 13:00:00,P0147,Electronics,2787.54,3007.67,410,0.82,2,0,1,0,77,78,301
2023-01-11 14:00:00,P0090,Clothing,3261.17,3088.48,19,0.038,2,0,1,0,86,99,326
2023-01-11 15:00:00,P0195,Furniture,1981.47,2269.88,328,0.656,2,0,1,0,102,92,386
2023-01-11 16:00:00,P0147,Clothing,2517.8,2043.73,470,0.94,2,0,1,0,92,98,397
2023-01-11 17:00:00,P0148,Clothing,4384.48,4278.84,419,0.838,2,0,1,0,82,81,317
2023-01-11 18:00:00,P0096,Electronics,587.39,589.97,411,0.822,2,0,1,0,116,128,485
2023-01-11 19:00:00,P0199,Groceries,3969.08,4139.01,241,0.482,2,0,1,0,80,78,303
2023-01-11 20:00:00,P0052,Books,895.24,815.05,239,0.478,2,0,1,0,88,83,374
2023-01-11 21:00:00,P0161,Electronics,231.7,224.98,28,0.056,2,0,1,0,126,115,522
2023-01-11 22:00:00,P0168,Books,968.59,962.6,244,0.488,2,0,1,0,86,96,362
2023-01-11 23:00:00,P0128,Clothing,3836.96,4123.83,119,0.238,2,0,1,0,83,88,328
2023-01-12 00:00:00,P0039,Books,2055.37,2280.26,425,0.85,3,0,1,0,73,64,314
2023-01-12 01:00:00,P0082,Groceries,4368.98,4784.61,313,0.626,3,0,1,0,83,88,324
2023-01-12 02:00:00,P0104,Electronics,2647.3,2479.55,373,0.746,3,0,1,0,86,74,351
2023-01-12 03:00:00,P0129,Groceries,160.14,192.13,31,0.062,3,0,1,0,115,104,473
2023-01-12 04:00:00,P0011,Groceries,3597.73,4099.49,139,0.278,3,0,1,0,78,80,340
2023-01-12 05:00:00,P0185,Electronics,595.65,538.47,157,0.314,3,0,1,1,108,107,400
